case_id,test_name,test_outcome,entrypoint,input_kind,observation_count,unique_detection_point_count,constraint_count_input,constraint_count_solver,elapsed_ms,status,vertex_count,diameter,circle_radius,max_vertex_distance,coverage_excess,same_diameter_covers,backend_mode,backend
test_angle_wrap_and_two_input_styles__001,test_angle_wrap_and_two_input_styles,PASS,solve_q1,observations,2,2,4,4,12.918500000523636,POLYGON,4,39.5083406589872,19.7541703294936,19.754170329493604,3.552713678800501e-15,True,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_angle_wrap_and_two_input_styles__002,test_angle_wrap_and_two_input_styles,PASS,solve_q1,observations,2,2,4,4,3.19840000156546,POLYGON,4,39.5083406589872,19.7541703294936,19.754170329493604,3.552713678800501e-15,True,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__001,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.1306999990192708,POLYGON,4,22.217638393864267,11.108819196932133,13.10623352407956,1.9974143271474265,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__002,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.312699998990865,POLYGON,5,20.83521363032694,10.41760681516347,12.111275110271798,1.6936682951083277,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__003,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,10.270400000081281,POLYGON,6,30.04862541611205,15.024312708056025,16.885144174807255,1.8608314667512307,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__004,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,8.618500000011409,POLYGON,4,18.4296311073659,9.21481555368295,12.824010371268423,3.6091948175854736,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__005,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,4.470500000024913,POLYGON,5,20.689194195656633,10.344597097828316,10.344597097828316,0.0,True,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__006,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.150999999183114,POLYGON,6,19.632239331280147,9.816119665640073,9.816119665640105,3.197442310920451e-14,True,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__007,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,2.9579000001831446,POLYGON,4,27.108856643533624,13.554428321766812,22.29074433885397,8.736316017087157,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__008,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,3.6832000005233567,POLYGON,4,27.108856643533624,13.554428321766812,22.29074433885397,8.736316017087157,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__009,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.163400000630645,POLYGON,5,24.936210746966673,12.468105373483336,13.790312456015865,1.322207082532529,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__010,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,3.6318000002211193,POLYGON,4,23.405927302466317,11.702963651233159,14.22557584244861,2.522612191215451,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__011,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.066499999476946,POLYGON,4,24.567064058789537,12.283532029394769,17.189747299423043,4.906215270028275,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__012,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,3.928500000256463,POLYGON,5,20.179809411474533,10.089904705737267,15.739791625222104,5.649886919484837,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__013,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.0675999987579416,POLYGON,4,16.30451157914354,8.15225578957177,11.980298852679946,3.8280430631081757,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__014,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,3.965300000345451,POLYGON,5,16.092325748953094,8.046162874476547,11.84262705696514,3.7964641824885934,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
