case_id,group,repeat,test_outcome,input_kind,observation_count,unique_detection_point_count,constraint_count_input,constraint_count_solver,elapsed_ms,case_wall_ms,status,vertex_count,diameter,circle_radius,max_vertex_distance,coverage_excess,same_diameter_covers,backend,audit_max_residual_m,checks,stage_config_ms,stage_build_halfplanes_ms,stage_classify_ms,stage_projection_bounds_ms,stage_linprog_ms,stage_vertices_ms,stage_measure_ms,stage_measure_setup_ms,stage_diameter_ms,stage_coverage_ms,stage_degeneracy_ms,stage_sort_vertices_ms,stage_residual_and_output_ms,stage_other_ms
circle_boundary_inside,coverage_boundary,1,PASS,halfplanes,,,3,3,9.932500000104483,509.0533000002324,POLYGON,3,2.0,1.0,1.0,0.0,True,scipy_highs_with_fraction_check,0.0,,,,8.33520000014687,0.13189999936003005,7.859599998482736,0.4363999996712664,0.9537000005366281,0.0017000002117129043,0.6850999998277985,0.12549999973998638,0.08770000022195745,0.002599999788799323,0.04669999998441199,0.2071999997497187
circle_boundary_on,coverage_boundary,1,PASS,halfplanes,,,3,3,5.3374999997686245,630.5229999998119,POLYGON,3,2.0,1.0,1.0,0.0,True,scipy_highs_with_fraction_check,0.0,,,,4.681400000663416,0.07580000055895653,4.430700000739307,0.1660999996602186,0.3426000002946239,0.000999999429041054,0.24149999990186188,0.04530000023805769,0.0320999997711624,0.0012999998943996616,0.019100000827165786,0.14739999915036606
circle_boundary_outside_within_tolerance,coverage_boundary,1,PASS,halfplanes,,,3,3,4.734500000267872,533.8470000006055,POLYGON,3,2.0,1.0,1.0000005,5.00000000069889e-07,True,scipy_highs_with_fraction_check,0.0,,,,4.126199999518576,0.06780000057915458,3.904599999259517,0.1511999998911051,0.3360999999131309,0.0006000000212225132,0.24159999975381652,0.04400000034365803,0.030700000024808105,0.0007999997251317836,0.01650000012887176,0.12100000094505958
circle_boundary_outside_tolerance,coverage_boundary,1,PASS,halfplanes,,,3,3,5.371499999455409,525.5053999999291,POLYGON,3,2.0,1.0,1.00005,5.0000000000105516e-05,False,scipy_highs_with_fraction_check,0.0,,,,4.487700000026962,0.06570000095962314,4.245999999511696,0.2367999995840364,0.5251000002317596,0.0010000003385357559,0.3577999996196013,0.06579999990208307,0.05140000030223746,0.0026999996407539584,0.04290000015316764,0.1218999996126513
thin_rectangle_0.001,degeneracy,1,PASS,halfplanes,,,4,4,6.929799999852548,564.1387000005125,POLYGON,4,1.000000499999875,0.5000002499999375,0.5000002499999375,0.0,True,scipy_highs_with_fraction_check,0.0,,,,4.959500000040862,0.053200000365905,4.665399999794317,0.46210000073187985,1.3809000001856475,0.002100000529026147,0.9488999994573533,0.15150000035646372,0.1160000001618755,0.0021999994714860804,0.15500000063184416,0.12729999889415922
thin_rectangle_1e-07,degeneracy,1,PASS,halfplanes,,,4,4,5.714199999601988,496.63069999951404,POLYGON,4,1.000000000000005,0.5000000000000026,0.5000000000000026,0.0,True,scipy_highs_with_fraction_check,0.0,,,,4.9361000001226785,0.05579999924520962,4.696699999840348,0.19419999989622738,0.45930000032967655,0.0008000006346264854,0.3323999999338412,0.05759999930887716,0.04369999987829942,0.0010000003385357559,0.022000000171829015,0.12459999925340526
thin_rectangle_1e-10,degeneracy,1,PASS,halfplanes,,,4,4,5.195000000639993,556.5501999999469,POLYGON,4,1.0,0.5,0.5,0.0,True,scipy_highs_with_fraction_check,0.0,,,,4.4074000006730785,0.051699999858101364,4.195300000901625,0.19049999991693767,0.4654000003938563,0.0006999998731771484,0.33650000023044413,0.0579999996261904,0.044499999603431206,0.0008000006346264854,0.022700000045006163,0.13169999965612078
thin_rectangle_1e-12,degeneracy,1,PASS,halfplanes,,,4,4,6.529499999487598,621.262999999999,POLYGON,4,1.0,0.5,0.5,0.0,True,scipy_highs_with_fraction_check,0.0,,,,5.516600000191829,0.0580000005356851,5.24410000161879,0.2106000001731445,0.6718999993609032,0.0006999998731771484,0.4699000000982778,0.10039999961009016,0.0638999999864609,0.001600000359758269,0.032899999496294186,0.13039999976172112
exact_segment,degeneracy,1,PASS,halfplanes,,,4,4,5.088499999146734,577.31160000003,SEGMENT,2,2.0,1.0,1.0,0.0,True,scipy_highs_with_fraction_check,0.0,,,,4.680000000007567,0.05740000142395729,4.442500000550353,0.17980000029638177,0.09630000022298191,0.0006000000212225132,0.037599999814119656,0.036500000533123966,0.0012999998943996616,0.0008999995770864189,0.017400000615452882,0.13239999861980323
exact_point,degeneracy,1,PASS,halfplanes,,,4,4,4.694999999628635,523.6843000002409,POINT,1,0.0,0.0,0.0,0.0,True,scipy_highs_with_fraction_check,0.0,,,,4.403500000080385,0.05849999979545828,4.18329999956768,0.16940000023168977,0.005500000042957254,0.003600000127335079,,,,,,0.11659999927360332
almost_infeasible_0.001,feasibility_boundary,1,PASS,halfplanes,,,2,2,2.396799999587529,537.3575000003257,EMPTY,0,,,,,,scipy_highs_with_fraction_check,,,,,2.29369999942719,0.04660000013245735,2.230000000054133,,,,,,,,,0.10310000016033882
almost_infeasible_1e-08,feasibility_boundary,1,PASS,halfplanes,,,2,2,3.1169000003501424,529.2453000001842,EMPTY,0,,,,,,scipy_highs_with_fraction_check,,,,,2.9641999999512336,0.06800000028306386,2.868999999918742,,,,,,,,,0.15270000039890874
almost_infeasible_1e-12,feasibility_boundary,1,WARN,halfplanes,,,2,2,3.9706999996269587,525.4841000005399,NUMERICAL_ISSUE,0,,,,,,scipy_highs_with_fraction_check,,未给出几何答案：病态数据触发数值异常，请查看diagnostics,,,3.8720000002285815,0.03999999989900971,3.729300000486546,,,,,,,,,0.09869999939837726
parallel_strip,parallel,1,PASS,halfplanes,,,2,2,3.7503000003198395,743.2829999997921,UNBOUNDED,0,Infinity,,,,,scipy_highs_with_fraction_check,,,,,3.6366999993333593,0.044099999286117963,3.525999999510532,,,,,,,,,0.11360000098648015
near_parallel_1e-06,parallel,1,PASS,halfplanes,,,3,3,5.563700000493554,603.9136999997936,POLYGON,3,1000000.0000005,500000.00000025,500000.00000025,0.0,True,scipy_highs_with_fraction_check,0.0,,,,4.582599999594095,0.0563000003239722,4.3709000001399545,0.1565000002301531,0.6863999997221981,0.0007999997251317836,0.4299000001992681,0.120499999866297,0.088099999629776,0.0024000000848900527,0.04150000040681334,0.1382000009471085
near_parallel_1e-10,parallel,1,WARN,halfplanes,,,3,3,4.002300000138348,674.2876999996952,NUMERICAL_ISSUE,0,,,,,,scipy_highs_with_fraction_check,,未给出几何答案：病态数据触发数值异常，请查看diagnostics,,,3.8659000001644017,0.055199999223987106,3.713900000548165,,,,,,,,,0.13639999997394625
near_parallel_1e-12,parallel,1,WARN,halfplanes,,,3,3,5.2520999997796025,693.6295000004975,NUMERICAL_ISSUE,0,,,,,,scipy_highs_with_fraction_check,,未给出几何答案：病态数据触发数值异常，请查看diagnostics,,,5.117499999869324,0.05650000002788147,4.963299999872106,,,,,,,,,0.1345999999102787
