case_id,group,repeat,test_outcome,input_kind,observation_count,unique_detection_point_count,constraint_count_input,constraint_count_solver,elapsed_ms,case_wall_ms,status,vertex_count,diameter,circle_radius,max_vertex_distance,coverage_excess,same_diameter_covers,backend,audit_max_residual_m,checks,stage_config_ms,stage_build_halfplanes_ms,stage_classify_ms,stage_projection_bounds_ms,stage_linprog_ms,stage_vertices_ms,stage_measure_ms,stage_measure_setup_ms,stage_diameter_ms,stage_coverage_ms,stage_degeneracy_ms,stage_sort_vertices_ms,stage_residual_and_output_ms,stage_other_ms
near_parallel_1e-10,parallel,1,WARN,halfplanes,,,3,3,3.6249999993742676,587.6533999999083,NUMERICAL_ISSUE,0,,,,,,scipy_highs_with_fraction_check,,未给出几何答案：病态数据触发数值异常，请查看diagnostics,,,3.4844000001612585,0.05729999975301325,3.3411000003980007,,,,,,,,,0.14059999921300914
near_parallel_1e-12,parallel,1,WARN,halfplanes,,,3,3,4.884500000116532,609.0465000015683,NUMERICAL_ISSUE,0,,,,,,scipy_highs_with_fraction_check,,未给出几何答案：病态数据触发数值异常，请查看diagnostics,,,4.697899999882793,0.08460000026389025,4.501500001424574,,,,,,,,,0.18660000023373868
translation_0,coordinate_scale,1,PASS,observations,2,2,4,4,5.925800000113668,526.0116000008566,POLYGON,4,39.50834065898743,19.754170329493714,19.754170329493714,0.0,True,scipy_highs_with_fraction_check,1.7763568394002505e-15,,,0.07340000047406647,4.511799999818322,0.22500000159197953,4.2228999991493765,0.8268000001407927,0.4349999999249121,0.0010999992809956893,0.12849999984609894,0.198199999431381,0.03150000156892929,0.03909999941242859,0.033799999073380604,0.07879999975557439
translation_1e+06,coordinate_scale,1,PASS,observations,2,2,4,4,5.605199999990873,513.7263999986317,POLYGON,4,39.50834065888242,19.75417032944121,19.754170329529156,8.79474271187064e-11,True,scipy_highs_with_fraction_check,0.0,,,0.06650000068475492,4.238099998474354,0.2004000016313512,3.9756000023771776,0.812299998870003,0.41899999996530823,0.0007999988156370819,0.1247000000148546,0.19190000057278667,0.029799999538226984,0.037900001188972965,0.031099998523131944,0.06930000199645292
translation_1e+09,coordinate_scale,1,PASS,observations,2,2,4,4,6.2060999989626,502.9493000001821,POLYGON,4,39.50834073321563,19.754170366607816,19.754170430982995,6.437517896529243e-08,True,scipy_highs_with_fraction_check,1.1920928955078125e-07,,,0.06659999962721486,4.330399999162182,0.23359999795502517,4.061899999214802,1.1905999999726191,0.5451999986689771,0.0013999997463542968,0.1630000006116461,0.2466000005370006,0.039799999285605736,0.049899999794433825,0.0411000000895001,0.07330000153160654
angle_wrap,bearing_boundary,1,PASS,observations,2,2,4,4,6.547900000441587,554.4590999998036,POLYGON,4,39.50834065898743,19.754170329493714,19.754170329493714,0.0,True,scipy_highs_with_fraction_check,1.7763568394002505e-15,,,0.06979999852774199,4.532100001597428,0.28639999982260633,4.2347999988123775,1.317899999776273,0.5519999995158287,0.0012000000424450263,0.16519999917363748,0.2514000007067807,0.039799999285605736,0.04930000068270601,0.04169999920122791,0.07610000102431513
configured_error_1e-08,bearing_boundary,1,PASS,observations,2,2,4,4,6.20830000116257,538.5054999987915,POLYGON,4,3.949228231068632e-07,1.974614115534316e-07,1.974614115534316e-07,0.0,True,scipy_highs_with_fraction_check,0.0,,,0.06779999966965988,4.200999999738997,0.1956999985850416,3.9389000012306497,1.1764999999286374,0.6862999998702435,0.0012999989849049598,0.2213000007031951,0.3018000006704824,0.050499998906161636,0.06100000064179767,0.046499999371008016,0.07670000195503235
configured_error_89.999999,bearing_boundary,1,PASS,observations,2,2,4,4,3.6701999997603707,480.23449999891454,UNBOUNDED,0,Infinity,,,,,scipy_highs_with_fraction_check,,,,0.07330000153160654,3.524499999912223,0.10369999836257193,3.333500000735512,,,,,,,,,0.07239999831654131
bearing_error_exact_limit,bearing_boundary,1,PASS,observations,2,2,4,4,5.619400000796304,479.96560000137833,POLYGON,4,40.937924483340744,20.468962241670372,20.468962241670372,0.0,True,scipy_highs_with_fraction_check,3.552713678800501e-15,,,0.07059999916236848,4.429700000400771,0.19840000095427968,4.164699999819277,0.652000000627595,0.39789999937056564,0.0010000003385357559,0.12149999929533806,0.17300000035902485,0.032500000088475645,0.03529999958118424,0.03170000127283856,0.06920000123500358
distinct_points_10,distinct_scale,1,PASS,observations,10,10,20,20,21.71279999856779,544.6295000001555,POLYGON,6,25.30502823470042,12.65251411735021,12.652514117350211,1.7763568394002505e-15,True,scipy_highs_with_fraction_check,1.7763568394002505e-15,,,0.10509999992791563,11.56249999985448,8.358100001714774,7.329099997150479,9.169499999188702,0.6453999994846527,0.0006999998731771484,0.20419999964360613,0.23580000015499536,0.05520000013348181,0.04859999899053946,0.09870000030787196,0.2303000001120381
distinct_points_30,distinct_scale,1,PASS,observations,30,30,60,60,71.92659999964235,579.91949999996,POLYGON,6,14.772540287120963,7.386270143560481,7.386270143560481,0.0,True,scipy_highs_with_fraction_check,8.881784197001252e-16,,,0.12430000060703605,24.159599999620696,47.51699999906123,4.2994000014005,46.48590000033437,0.7148000004235655,0.002200000380980782,0.17630000002100132,0.22619999981543515,0.03950000063923653,0.04380000063974876,0.22399999943445437,0.4419999986566836
distinct_points_100,distinct_scale,1,PASS,observations,100,100,200,200,618.8611999987188,1144.483100000798,POLYGON,6,6.600144525468327,3.3000722627341634,4.1602334000213235,0.86016113728716,False,scipy_highs_with_fraction_check,0.0,,,0.23180000061984174,234.20340000120632,453.74440000159666,5.397499999162392,381.7488999993657,1.3579000005847774,0.001999998858082108,0.20140000015089754,0.21010000091337133,0.10969999857479706,0.042499999835854396,0.7886000003054505,1.3191999969421886
distinct_points_200,distinct_scale,1,PASS,observations,200,200,400,400,2449.1486999995686,3008.193499999834,POLYGON,4,4.9939228642573115,2.4969614321286557,2.9272672481087536,0.43030581598009787,False,scipy_highs_with_fraction_check,2.220446049250313e-16,,,0.39000000106170774,928.1059999993886,1853.915199997573,6.213199998455821,1516.602600000624,1.3416999991022749,0.0021000014385208488,0.09529999988444615,0.17490000027464703,0.02809999932651408,0.035400000342633575,1.0027999996964354,2.708399999391986
distinct_points_500,distinct_scale,1,PASS,observations,500,500,1000,1000,16060.767299999497,16564.138199999434,POLYGON,7,4.2447175646661925,2.1223587823330963,2.1223587823330967,4.440892098500626e-16,True,scipy_highs_with_fraction_check,2.220446049250313e-16,,,0.8390999992116122,6126.065700000254,12303.009799999927,10.115699997186312,9918.227099999058,9.52040000083798,0.003899998773704283,0.4274000002624234,0.3586000002542278,0.04380000063974876,0.0503999999637017,8.630099999209051,6.115000000136206
repeated_observations_1000,duplicate_scale,1,PASS,observations,1000,2,2000,4,11.435300000812276,548.4774999986257,POLYGON,4,39.50834065898743,19.754170329493714,19.754170329493714,0.0,True,scipy_highs_with_fraction_check,1.7763568394002505e-15,,,1.9754000004468253,4.422500000146101,0.20850000146310776,4.158300002018223,1.1902999995072605,0.6035999995219754,0.0015999994502635673,0.17950000074051786,0.27719999889086466,0.04340000123193022,0.05359999886422884,0.04470000021683518,3.243500001190114
repeated_observations_10000,duplicate_scale,1,PASS,observations,10000,2,20000,4,60.44079999992391,631.967799999984,POLYGON,4,39.50834065898743,19.754170329493714,19.754170329493714,0.0,True,scipy_highs_with_fraction_check,1.7763568394002505e-15,,,22.07559999988007,5.162599998584483,0.24640000083309133,4.829300001802039,0.9139999983744929,0.8336999999301042,0.0015999994502635673,0.24119999943650328,0.38860000131535344,0.06480000047304202,0.07109999933163635,0.06140000004961621,31.454900003154762
