case_id,group,repeat,test_outcome,input_kind,observation_count,unique_detection_point_count,constraint_count_input,constraint_count_solver,elapsed_ms,case_wall_ms,status,vertex_count,diameter,circle_radius,max_vertex_distance,coverage_excess,same_diameter_covers,backend,audit_max_residual_m,checks,stage_config_ms,stage_build_halfplanes_ms,stage_classify_ms,stage_projection_bounds_ms,stage_linprog_ms,stage_vertices_ms,stage_measure_ms,stage_measure_setup_ms,stage_diameter_ms,stage_coverage_ms,stage_degeneracy_ms,stage_sort_vertices_ms,stage_residual_and_output_ms,stage_other_ms
circle_boundary_inside,coverage_boundary,1,PASS,halfplanes,,,3,3,6.18179999946733,575.4032000004372,POLYGON,3,2.0,1.0,1.0,0.0,True,scipy_highs_with_fraction_check,0.0,,,,5.365900000469992,0.15549999989161734,5.090099997687503,0.4723999991256278,0.1861000000644708,0.0008999995770864189,0.04470000021683518,0.07900000127847306,0.015699999494245276,0.022399999579647556,0.02099999983329326,0.1573999998072395
circle_boundary_on,coverage_boundary,1,PASS,halfplanes,,,3,3,5.807400000776397,540.743300000031,POLYGON,3,2.0,1.0,1.0,0.0,True,scipy_highs_with_fraction_check,0.0,,,,4.498500000408967,0.1263999984075781,4.271299998436007,0.7671000003028894,0.4164000001765089,0.0018000009731622413,0.09669999963080045,0.1768000001902692,0.0349000001733657,0.05109999983687885,0.04980000085197389,0.12539999988803174
circle_boundary_outside_within_tolerance,coverage_boundary,1,PASS,halfplanes,,,3,3,5.302499999743304,548.2597000009264,POLYGON,3,2.0,1.0,1.0000005,5.00000000069889e-07,True,scipy_highs_with_fraction_check,0.0,,,,4.584500000419212,0.13530000069295056,4.349499999079853,0.3949000001739478,0.14929999997548293,0.0008999995770864189,0.03780000042752363,0.05929999861109536,0.0121000011858996,0.019699999029398896,0.01739999970595818,0.17379999917466193
circle_boundary_outside_tolerance,coverage_boundary,1,PASS,halfplanes,,,3,3,5.079900000055204,553.0791000001045,POLYGON,3,2.0,1.0,1.00005,5.0000000000105516e-05,False,scipy_highs_with_fraction_check,0.0,,,,4.259999999703723,0.1253000027645612,4.044099998282036,0.4868000014539575,0.21799999922222923,0.0008999995770864189,0.05539999983739108,0.08720000005268957,0.018700000509852543,0.02750000021478627,0.025699999241624027,0.11509999967529438
thin_rectangle_0.001,degeneracy,1,PASS,halfplanes,,,4,4,7.88749999992433,515.7424999997602,POLYGON,4,1.000000499999875,0.5000002499999375,0.5000002499999375,0.0,True,scipy_highs_with_fraction_check,0.0,,,,6.53260000035516,0.14419999752135482,6.202999999004533,0.826999999844702,0.4005999999208143,0.0015999994502635673,0.11480000102892518,0.16770000001997687,0.030499999411404133,0.04079999962414149,0.041900000724126585,0.12729999980365392
thin_rectangle_1e-07,degeneracy,1,PASS,halfplanes,,,4,4,6.96330000027956,563.5929000000033,POLYGON,4,1.000000000000005,0.5000000000000026,0.5000000000000026,0.0,True,scipy_highs_with_fraction_check,0.0,,,,5.314600000929204,0.13810000382363796,5.055800000263844,0.6885000002512243,0.7877000007283641,0.0027999994927085936,0.2275000006193295,0.33350000012433156,0.06000000030326191,0.07700000060140155,0.08119999984046444,0.17249999837076757
thin_rectangle_1e-10,degeneracy,1,PASS,halfplanes,,,4,4,5.582199999480508,566.3045000001148,POLYGON,4,1.0,0.5,0.5,0.0,True,scipy_highs_with_fraction_check,0.0,,,,4.369199999928242,0.10250000195810571,4.145499999140156,0.6840999994892627,0.3987000000051921,0.0015000005078036338,0.11679999988700729,0.16280000090773683,0.03139999898849055,0.04149999949731864,0.04130000161239877,0.13020000005781185
thin_rectangle_1e-12,degeneracy,1,PASS,halfplanes,,,4,4,6.131600001026527,532.2379999997793,POLYGON,4,1.0,0.5,0.5,0.0,True,scipy_highs_with_fraction_check,0.0,,,,5.321399999957066,0.10199999996984843,5.094199999803095,0.47000000085972715,0.22340000032272656,0.0009000013960758224,0.0638999990769662,0.09180000051856041,0.017500000467407517,0.022999998691375367,0.024200000552809797,0.11679999988700729
exact_segment,degeneracy,1,PASS,halfplanes,,,4,4,5.004900000130874,487.3382000005222,SEGMENT,2,2.0,1.0,1.0,0.0,True,scipy_highs_with_fraction_check,0.0,,,,4.194200000711135,0.11239999912504572,3.973100001530838,0.5536999997275416,0.14709999959450215,0.0008999995770864189,0.03060000017285347,0.07679999907850288,0.011100000847363845,0.0010999992809956893,0.024200000552809797,0.10990000009769574
exact_point,degeneracy,1,PASS,halfplanes,,,4,4,5.732700001317426,527.2374000014679,POINT,1,0.0,0.0,0.0,0.0,True,scipy_highs_with_fraction_check,0.0,,,,4.779400000188616,0.15080000048328657,4.511900000579772,0.8170999990397831,0.012599999536178075,0.008299999535665847,,,,,,0.12360000255284831
