case_id,test_name,test_outcome,entrypoint,input_kind,observation_count,unique_detection_point_count,constraint_count_input,constraint_count_solver,elapsed_ms,status,vertex_count,diameter,circle_radius,max_vertex_distance,coverage_excess,same_diameter_covers,backend_mode,backend
test_consistent_random_observations__060,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,3.977499998654821,POLYGON,4,18.306402758889053,9.153201379444527,11.216273141037888,2.0630717615933616,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__061,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.344200000356068,POLYGON,5,19.613576799317446,9.806788399658723,11.905041925636667,2.0982535259779436,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__062,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.807799999980489,POLYGON,6,19.613576799317446,9.806788399658723,11.905041925636667,2.0982535259779436,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__063,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.171199999997043,POLYGON,3,27.501756484920143,13.750878242460072,21.756944316203334,8.006066073743263,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__064,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.474999999729334,POLYGON,4,27.308153297295792,13.654076648647896,21.576154414551368,7.922077765903472,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__065,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.6999999992985977,POLYGON,4,22.910479182973717,11.455239591486858,14.480793803952906,3.025554212466048,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__066,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.16150000091875,POLYGON,4,22.910479182973717,11.455239591486858,14.480793803952906,3.025554212466048,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__067,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.4267999999428866,POLYGON,6,23.685923450406495,11.842961725203248,12.485129755085659,0.6421680298824111,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__068,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.298099998777616,POLYGON,6,23.685923450406495,11.842961725203248,12.485129755085659,0.6421680298824111,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__069,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.4493999992264435,POLYGON,6,29.232435042508126,14.616217521254063,15.951188646296263,1.3349711250422,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__070,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.269500001100823,POLYGON,6,28.159568871784522,14.079784435892261,14.370238372068785,0.29045393617652415,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__071,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.4087000003637513,POLYGON,6,34.37106650367972,17.18553325183986,17.185533251839885,2.4868995751603507e-14,True,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__072,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.562399999485933,POLYGON,6,18.940515556184263,9.470257778092131,11.807226706537218,2.3369689284450867,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__073,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.3159000013256446,POLYGON,5,20.50021025576835,10.250105127884176,10.702091804762697,0.451986676878521,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__074,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.453999999896041,POLYGON,6,20.50021025576835,10.250105127884176,10.493607449875348,0.24350232199117272,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__075,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.3607000004849397,POLYGON,6,26.153691291495313,13.076845645747657,18.006338139936368,4.929492494188711,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__076,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.117599999517552,POLYGON,5,23.89694708567158,11.94847354283579,11.94847354283579,0.0,True,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__077,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.167599999869708,POLYGON,5,22.85584481912781,11.427922409563905,14.443539326102059,3.0156169165381534,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__078,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,3.9598000003024936,POLYGON,5,20.079376434589125,10.039688217294563,12.715990388422426,2.6763021711278636,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__079,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.1127999991440447,POLYGON,5,23.599418860013905,11.799709430006953,12.094476571657177,0.2947671416502242,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__080,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,3.951799999413197,POLYGON,5,22.712282643557256,11.356141321778628,11.356141321778631,3.552713678800501e-15,True,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__081,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.1894000003376277,POLYGON,6,32.289195351864606,16.144597675932303,16.144597675932314,1.0658141036401503e-14,True,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__082,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.219899999952759,POLYGON,6,26.3166136858927,13.15830684294635,13.39473235983642,0.23642551689006908,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__083,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.001600000061444,POLYGON,4,17.528363083493996,8.764181541746998,11.130370220725672,2.3661886789786735,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__084,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.3476999999256805,POLYGON,5,17.528363083493996,8.764181541746998,9.469959750907634,0.7057782091606359,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__085,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.280000000813743,POLYGON,6,32.314230614523254,16.157115307261627,16.157115307261634,7.105427357601002e-15,True,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__086,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.167300001427066,POLYGON,6,32.314230614523254,16.157115307261627,16.157115307261634,7.105427357601002e-15,True,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__087,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.098400000453694,POLYGON,4,31.775242378748,15.887621189374,20.00510059847413,4.117479409100129,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__088,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,5.357000000003609,POLYGON,5,31.775242378748,15.887621189374,15.88762118937401,8.881784197001252e-15,True,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__089,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,4.360300001280848,POLYGON,6,26.69702640099359,13.348513200496795,14.291716547498476,0.9432033470016812,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__090,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.102500000954024,POLYGON,6,26.69702640099359,13.348513200496795,13.893042689463496,0.5445294889667007,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__091,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.4593000000313623,POLYGON,6,32.37987472002551,16.189937360012756,16.189937360012784,2.842170943040401e-14,True,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__092,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.136999999900581,POLYGON,5,23.02189947628377,11.510949738141885,12.33058192805251,0.8196321899106245,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__093,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.959599998779595,POLYGON,5,25.155948285436285,12.577974142718142,12.577974142718169,2.6645352591003757e-14,True,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__094,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,6.62200000078883,POLYGON,5,25.155948285436285,12.577974142718142,12.577974142718169,2.6645352591003757e-14,True,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__095,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,6.603799998629256,POLYGON,3,12.782323619368027,6.3911618096840135,7.829863511063272,1.4387017013792587,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__096,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,9.445199999390752,POLYGON,3,12.782323619368027,6.3911618096840135,7.829863511063272,1.4387017013792587,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__097,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,5.626300000585616,POLYGON,5,27.910956732580164,13.955478366290082,14.039927292386345,0.08444892609626287,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__098,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,5.995200001052581,POLYGON,5,20.24829273239503,10.124146366197515,10.124146366197515,0.0,True,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__099,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,10.663900000508875,POLYGON,5,25.190219572291205,12.595109786145603,12.595109786145613,1.0658141036401503e-14,True,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__100,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,5.519000000276719,POLYGON,6,24.363353693465573,12.181676846732787,12.18167684673281,2.3092638912203256e-14,True,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__101,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.7573000008706003,POLYGON,4,23.416704374856483,11.708352187428241,14.576318795022905,2.8679666075946635,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__102,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,3.9567999992868863,POLYGON,5,22.962850530763838,11.481425265381919,14.573144827573994,3.0917195621920754,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__103,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.017600000021048,POLYGON,3,20.27150907190812,10.13575453595406,15.720415808989546,5.584661273035486,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__104,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.048500000862987,POLYGON,4,19.30347510956782,9.65173755478391,14.952746389677008,5.301008834893098,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__105,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.466600001047482,POLYGON,4,18.01940247065873,9.009701235329365,12.127138136436844,3.11743690110748,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__106,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.184499999610125,POLYGON,4,18.01940247065873,9.009701235329365,12.127138136436844,3.11743690110748,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
test_consistent_random_observations__107,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.2417999991594115,POLYGON,6,24.785486220032382,12.392743110016191,15.082403507669817,2.6896603976536255,False,scipy_with_fraction_check,scipy_highs_with_fraction_check
