case_id,test_name,test_outcome,entrypoint,input_kind,observation_count,unique_detection_point_count,constraint_count_input,constraint_count_solver,elapsed_ms,status,vertex_count,diameter,circle_radius,max_vertex_distance,coverage_excess,same_diameter_covers,backend_mode,backend,stage_config_ms,stage_build_halfplanes_ms,stage_classify_ms,stage_projection_bounds_ms,stage_linprog_ms,stage_vertices_ms,stage_measure_ms,stage_measure_setup_ms,stage_diameter_ms,stage_coverage_ms,stage_degeneracy_ms,stage_sort_vertices_ms,stage_residual_and_output_ms,stage_other_ms
test_angle_wrap_and_two_input_styles__001,test_angle_wrap_and_two_input_styles,PASS,solve_q1,observations,2,2,4,4,8.329000000230735,POLYGON,4,39.5083406589872,19.7541703294936,19.754170329493604,3.552713678800501e-15,True,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.23009999995338148,7.355200000347395,0.13350000017453567,6.919500000094558,0.3400000000510772,0.30689999994137906,0.0005999995664751623,0.1036000003296067,0.12650000007852213,0.024499999653926352,0.02750000021478627,0.022499999886349542,0.09679999993750243
test_angle_wrap_and_two_input_styles__002,test_angle_wrap_and_two_input_styles,PASS,solve_q1,observations,2,2,4,4,3.289400000085152,POLYGON,4,39.5083406589872,19.7541703294936,19.754170329493604,3.552713678800501e-15,True,scipy_with_fraction_check,scipy_highs_with_fraction_check,0.3388000000086322,0.017100000150094274,2.26040000006833,0.1059999999597494,2.0100000001548324,0.31110000008993666,0.27409999984229216,0.0007999997251317836,0.09159999990515644,0.11460000041552121,0.02139999969585915,0.024200000098062446,0.019799999790848233,0.08789999992586672
test_consistent_random_observations__001,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.7609999999403954,POLYGON,4,22.217638393864267,11.108819196932133,13.10623352407956,1.9974143271474265,False,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.0511000002916262,2.6336999999330146,0.22119999994174577,2.2580000008929346,0.71799999977884,0.27249999993728125,0.0009000000318337698,0.08799999977782136,0.10759999986476032,0.019999999949504854,0.026300000172341242,0.027800000225397525,0.08569999999963329
test_consistent_random_observations__002,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.922999999962485,POLYGON,5,20.83521363032694,10.41760681516347,12.111275110271798,1.6936682951083277,False,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.038499999845953425,2.7771000000029744,0.39020000031086965,2.1690999997190374,1.55029999996259,0.46989999964353046,0.0006000000212225132,0.17119999984060996,0.18409999984214664,0.03440000000409782,0.033600000278966036,0.04369999987829942,0.08720000050743693
test_consistent_random_observations__003,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.5197999995943974,POLYGON,6,30.04862541611205,15.024312708056025,16.885144174807255,1.8608314667512307,False,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.03620000006776536,2.2926000001461944,0.21250000008876668,1.9215000002077431,0.6954000000405358,0.4270999997970648,0.0005000001692678779,0.17079999997804407,0.1637000000300759,0.02790000007735216,0.03060000017285347,0.03219999962311704,0.06849999954283703
test_consistent_random_observations__004,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.399500000090484,POLYGON,4,18.4296311073659,9.21481555368295,12.824010371268423,3.6091948175854736,False,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.027799999770650174,2.623599999878934,0.356500000179949,2.0966999995835067,1.3558000000557513,0.31280000030164956,0.000499999714520527,0.08569999999963329,0.13860000035492703,0.019999999949504854,0.03220000007786439,0.03389999983482994,0.07950000008349889
test_consistent_random_observations__005,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.69700000010198,POLYGON,5,20.689194195656633,10.344597097828316,10.344597097828316,0.0,True,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.047700000322947744,2.4295000002894085,0.23270000019692816,2.0349999999780266,0.7577999999739404,0.3913000000466127,0.0007999997251317836,0.13119999994160025,0.1661999999669206,0.025300000288552837,0.033799999982875306,0.03199999991920777,0.07069999946907046
test_consistent_random_observations__006,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.931899999974121,POLYGON,6,19.632239331280147,9.816119665640073,9.816119665640105,3.197442310920451e-14,True,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.040299999909620965,2.5958999999602383,0.39470000001529115,2.03540000029534,1.569399999880261,0.6425999999919441,0.0008000001798791345,0.2581999997346429,0.23480000027120695,0.031599999601894524,0.03670000023703324,0.07749999986117473,0.08370000023205648
test_consistent_random_observations__007,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,3.4719000000222877,POLYGON,4,27.108856643533624,13.554428321766812,22.29074433885397,8.736316017087157,False,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.03389999983482994,2.367300000059913,0.22790000002714805,1.9557000000531843,0.6981000001360371,0.304600000163191,0.0006000000212225132,0.08870000010574586,0.1299000000472006,0.024899999971239595,0.030300000162242213,0.02809999978126143,0.0679999998283165
test_consistent_random_observations__008,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.656500000237429,POLYGON,4,27.108856643533624,13.554428321766812,22.29074433885397,8.736316017087157,False,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.03870000000461005,2.8228999999555526,0.4683000001932669,2.175199999783217,1.3970999998491607,0.2899000000979868,0.0009000000318337698,0.09110000019063591,0.11619999986578478,0.020400000266818097,0.02569999969637138,0.03319999996165279,0.10790000033011893
