case_id,test_name,test_outcome,entrypoint,input_kind,observation_count,unique_detection_point_count,constraint_count_input,constraint_count_solver,elapsed_ms,status,vertex_count,diameter,circle_radius,max_vertex_distance,coverage_excess,same_diameter_covers,backend_mode,backend,stage_config_ms,stage_build_halfplanes_ms,stage_classify_ms,stage_projection_bounds_ms,stage_linprog_ms,stage_vertices_ms,stage_measure_ms,stage_measure_setup_ms,stage_diameter_ms,stage_coverage_ms,stage_degeneracy_ms,stage_sort_vertices_ms,stage_residual_and_output_ms,stage_other_ms
test_angle_wrap_and_two_input_styles__001,test_angle_wrap_and_two_input_styles,PASS,solve_q1,observations,2,2,4,4,4.0312000000994885,POLYGON,4,39.5083406589872,19.7541703294936,19.754170329493604,3.552713678800501e-15,True,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.08040000011533266,3.2004000004235422,0.1540000002933084,2.990700000736979,0.35960000059276354,0.3074999995078542,0.0008000006346264854,0.1032999998642481,0.1264000002265675,0.025099999220401514,0.027400000362831634,0.022500000341096893,0.08329999945999589
test_angle_wrap_and_two_input_styles__002,test_angle_wrap_and_two_input_styles,PASS,solve_q1,observations,2,2,4,4,2.5879000004351838,POLYGON,4,39.5083406589872,19.7541703294936,19.754170329493604,3.552713678800501e-15,True,scipy_with_fraction_check,scipy_highs_with_fraction_check,0.997799999822746,0.032100000680657104,0.7678000001760665,0.18420000014884863,0.5392000002757413,0.34669999968173215,0.28949999978067353,0.0010000003385357559,0.09749999935593223,0.1202000003104331,0.0227999998969608,0.024500000108673703,0.021300000298651867,0.1540000002933084
test_consistent_random_observations__001,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,2.194499999859545,POLYGON,4,22.217638393864267,11.108819196932133,13.10623352407956,1.9974143271474265,False,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.046999999540275894,0.9771000004548114,0.21409999953903025,0.7136000003811205,0.7931999998618267,0.30919999971956713,0.0006000000212225132,0.09940000018104911,0.12559999959194101,0.0228000008064555,0.027799999770650174,0.031099999432626646,0.06800000028306386
test_consistent_random_observations__002,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,4.144300000007206,POLYGON,5,20.83521363032694,10.41760681516347,12.111275110271798,1.6936682951083277,False,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.04979999994247919,1.182899999548681,0.450999999884516,0.6763000001228647,2.4510000002919696,0.3623000002335175,0.0005000001692678779,0.12479999986680923,0.147800000377174,0.02479999966453761,0.02680000034160912,0.03589999960240675,0.09829999999055872
test_consistent_random_observations__003,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,4.944799999975658,POLYGON,6,30.04862541611205,15.024312708056025,16.885144174807255,1.8608314667512307,False,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.08369999977730913,1.9191999999748077,0.5749000001742388,1.2403999999150983,1.7563999999765656,1.015699999697972,0.001100000190490391,0.4008999994766782,0.38920000042708125,0.061699999605480116,0.08590000015828991,0.07280000045284396,0.16980000054900302
test_consistent_random_observations__004,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,3.4034000000247033,POLYGON,4,18.4296311073659,9.21481555368295,12.824010371268423,3.6091948175854736,False,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.04299999909562757,1.2669999996433035,0.5500999996002065,0.6499000000985689,1.6545999997106264,0.33059999987017363,0.0006999998731771484,0.0991000006251852,0.1477999994676793,0.02120000044669723,0.02500000027794158,0.03479999941191636,0.10820000170497224
test_consistent_random_observations__005,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,2.09160000031261,POLYGON,5,20.689194195656633,10.344597097828316,10.344597097828316,0.0,True,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.04330000047048088,0.847799999974086,0.23230000078910962,0.5694999999832362,0.7488000001103501,0.38159999985509785,0.0005000001692678779,0.13049999961367575,0.1646999999138643,0.025600000299164094,0.028599999495781958,0.030100000003585592,0.0700999999025953
test_consistent_random_observations__006,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,2.9709999998885905,POLYGON,6,19.632239331280147,9.816119665640073,9.816119665640105,3.197442310920451e-14,True,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.036699999327538535,1.0014999998020357,0.3934999995180988,0.5539000003409456,1.3738999996348866,0.48179999976127874,0.0006000000212225132,0.18369999997958075,0.19100000008620555,0.029599999834317714,0.03290000040578889,0.04220000027999049,0.07710000136285089
test_consistent_random_observations__007,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,1.806600000236358,POLYGON,4,27.108856643533624,13.554428321766812,22.29074433885397,8.736316017087157,False,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.027099999897473026,0.7438000002366607,0.22619999981543515,0.47540000014123507,0.7126999998945394,0.26140000045415945,0.0006000000212225132,0.08649999927001772,0.10400000064691994,0.019600000086938962,0.023300000066228677,0.025599999389669392,0.06159999975352548
test_consistent_random_observations__008,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,2.50899999991816,POLYGON,4,27.108856643533624,13.554428321766812,22.29074433885397,8.736316017087157,False,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.026900000193563756,0.8661000001666253,0.35969999953522347,0.4602999997587176,1.280100000258244,0.26619999971444486,0.0006999998731771484,0.08590000015828991,0.1032999998642481,0.019699999938893598,0.023800000235496555,0.031000000490166713,0.06969999958528206
test_consistent_random_observations__009,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,2.037999999629392,POLYGON,5,24.936210746966673,12.468105373483336,13.790312456015865,1.322207082532529,False,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.027300000510877,0.8761999997659586,0.3155999993396108,0.5191999998714891,0.7458000000042375,0.32329999976354884,0.0006000000212225132,0.12930000048072543,0.10750000001280569,0.025800000003073364,0.02809999932651408,0.03020000076503493,0.06539999958476983
test_consistent_random_observations__010,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,3.1964999998308485,POLYGON,4,23.405927302466317,11.702963651233159,14.22557584244861,2.522612191215451,False,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.05229999987932388,1.4593000005334034,0.6253999999898952,0.7433999999193475,1.3405999998212792,0.25740000000951113,0.0006999998731771484,0.08789999992586672,0.09359999967273325,0.018600000657897908,0.023599999622092582,0.031100000342121348,0.08689999958733097
test_consistent_random_observations__011,test_consistent_random_observations,PASS,solve_q1,observations,3,3,6,6,2.056799999991199,POLYGON,4,24.567064058789537,12.283532029394769,17.189747299423043,4.906215270028275,False,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.043000000005122274,0.9284000007028226,0.23259999943547882,0.6466000004365924,0.7378999998763902,0.2758999999059597,0.0007999997251317836,0.08789999992586672,0.11949999952776125,0.01900000006571645,0.0227999998969608,0.024100000700855162,0.07159999950090423
test_consistent_random_observations__012,test_consistent_random_observations,PASS,solve_q1,observations,4,4,8,8,2.74730000001,POLYGON,5,20.179809411474533,10.089904705737267,15.739791625222104,5.649886919484837,False,scipy_with_fraction_check,scipy_highs_with_fraction_check,,0.03440000000409782,0.9819999995670514,0.4015000004073954,0.5333999997674255,1.3165999998818734,0.3350000006321352,0.0006000000212225132,0.11829999948531622,0.13390000003710156,0.02229999972769292,0.024700000722077675,0.0334999995175167,0.07929999992484227
