case_id,group,repeat,test_outcome,input_kind,observation_count,unique_detection_point_count,constraint_count_input,constraint_count_solver,elapsed_ms,case_wall_ms,status,vertex_count,diameter,circle_radius,max_vertex_distance,coverage_excess,same_diameter_covers,backend,audit_max_residual_m,checks,stage_config_ms,stage_build_halfplanes_ms,stage_classify_ms,stage_projection_bounds_ms,stage_linprog_ms,stage_vertices_ms,stage_measure_ms,stage_measure_setup_ms,stage_diameter_ms,stage_coverage_ms,stage_degeneracy_ms,stage_sort_vertices_ms,stage_residual_and_output_ms,stage_other_ms
circle_boundary_inside,coverage_boundary,1,PASS,halfplanes,,,3,3,3.294899999673362,686.3332000002629,POLYGON,3,2.0,1.0,1.0,0.0,True,scipy_highs_with_fraction_check,0.0,,,,2.807300000313262,0.024699999812582973,2.726200000324752,0.20029999996040715,0.1708999998299987,0.0006999998731771484,0.04220000027999049,0.07389999973383965,0.014700000065204222,0.019799999790848233,0.017800000023271423,0.11639999956969405
circle_boundary_on,coverage_boundary,1,PASS,halfplanes,,,3,3,3.2003999995140475,556.0942000001887,POLYGON,3,2.0,1.0,1.0,0.0,True,scipy_highs_with_fraction_check,0.0,,,,2.7544000004127156,0.024699999812582973,2.6758000003610505,0.17630000002100132,0.15549999989161734,0.0004999992597731762,0.03960000049119117,0.06440000015572878,0.01359999987471383,0.01849999989644857,0.017100000150094274,0.11419999918871326
circle_boundary_outside_within_tolerance,coverage_boundary,1,PASS,halfplanes,,,3,3,3.2049000001279637,627.8516000002128,POLYGON,3,2.0,1.0,1.0000005,5.00000000069889e-07,True,scipy_highs_with_fraction_check,0.0,,,,2.695500000299944,0.03889999970851932,2.5913999998010695,0.20810000023629982,0.16589999995630933,0.0006999998731771484,0.042300000131945126,0.06340000072668772,0.011599999197642319,0.02750000021478627,0.018700000509852543,0.1353999996354105
circle_boundary_outside_tolerance,coverage_boundary,1,PASS,halfplanes,,,3,3,3.081400000155554,570.8070000000589,POLYGON,3,2.0,1.0,1.00005,5.0000000000105516e-05,False,scipy_highs_with_fraction_check,0.0,,,,2.6107000003321446,0.026499999876250513,2.515299999686249,0.18229999932373175,0.1604999997653067,0.0009000004865811206,0.04179999996267725,0.06070000017643906,0.014199999895936344,0.021799999558425043,0.01920000067912042,0.12790000073437113
thin_rectangle_0.001,degeneracy,1,PASS,halfplanes,,,4,4,3.071799999815994,512.695000000349,POLYGON,4,1.000000499999875,0.5000002499999375,0.5000002499999375,0.0,True,scipy_highs_with_fraction_check,0.0,,,,2.5249000000258093,0.08350000098289456,2.3769999997966806,0.2030000005106558,0.21300000025803456,0.0006000000212225132,0.062400000388151966,0.08640000032755779,0.017800000023271423,0.022199999875738285,0.02210000002378365,0.1308999990214943
thin_rectangle_1e-07,degeneracy,1,PASS,halfplanes,,,4,4,2.9855000002498855,541.0572999999204,POLYGON,4,1.000000000000005,0.5000000000000026,0.5000000000000026,0.0,True,scipy_highs_with_fraction_check,0.0,,,,2.4002000000109547,0.07470000036846614,2.2683999995933846,0.22280000030150404,0.24399999983870657,0.0009000004865811206,0.06259999918256653,0.10440000005473848,0.023100000362319406,0.026699999580159783,0.024500000108673703,0.11850000009872019
thin_rectangle_1e-10,degeneracy,1,PASS,halfplanes,,,4,4,3.082700000049954,599.544099999548,POLYGON,4,1.0,0.5,0.5,0.0,True,scipy_highs_with_fraction_check,0.0,,,,2.5410000007468625,0.08120000074995914,2.402799999799754,0.1992999996218714,0.21250000008876668,0.0007000007826718502,0.062399999478657264,0.08570000045438064,0.017299999854003545,0.021899999410379678,0.022900000658410136,0.12989999959245324
thin_rectangle_1e-12,degeneracy,1,PASS,halfplanes,,,4,4,3.407600000173261,663.2140000001527,POLYGON,4,1.0,0.5,0.5,0.0,True,scipy_highs_with_fraction_check,0.0,,,,2.878499999496853,0.08109999998850981,2.7333000007274677,0.19189999966329196,0.2161999991585617,0.0006000000212225132,0.06320000011328375,0.08760000037000282,0.018400000044493936,0.022199999875738285,0.02229999972769292,0.12100000185455428
exact_segment,degeneracy,1,PASS,halfplanes,,,4,4,3.356100000019069,578.4579999999551,SEGMENT,2,2.0,1.0,1.0,0.0,True,scipy_highs_with_fraction_check,0.0,,,,2.952799999548006,0.08020000041142339,2.813600000081351,0.18040000031760428,0.09890000001178123,0.0006000000212225132,0.021500000002561137,0.04939999962516595,0.008199999683711212,0.0012000000424450263,0.016400000276917126,0.12400000014167745
exact_point,degeneracy,1,PASS,halfplanes,,,4,4,3.9840999997977633,602.9946999997264,POINT,1,0.0,0.0,0.0,0.0,True,scipy_highs_with_fraction_check,0.0,,,,3.616499999225198,0.08519999937561806,3.451399999903515,0.2058000000033644,0.01049999991664663,0.007499999810534064,,,,,,0.15130000065255444
